timestamp, index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/09/22 01:12:27.862, 0, NVIDIA A100-SXM4-40GB, 0 %, 1 MiB, 40960 MiB
2026/09/22 01:12:57.866, 0, NVIDIA A100-SXM4-40GB, 100 %, 10705 MiB, 40960 MiB
2026/09/22 01:13:27.869, 0, NVIDIA A100-SXM4-40GB, 100 %, 10705 MiB, 40960 MiB
2026/09/22 01:13:57.871, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:14:27.873, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:14:57.875, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:15:27.878, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:15:57.880, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:16:27.882, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:16:57.884, 0, NVIDIA A100-SXM4-40GB, 100 %, 10709 MiB, 40960 MiB
2026/09/22 01:17:27.886, 0, NVIDIA A100-SXM4-40GB, 54 %, 10739 MiB, 40960 MiB
2026/09/22 01:17:57.890, 0, NVIDIA A100-SXM4-40GB, 100 %, 29033 MiB, 40960 MiB
2026/09/22 01:18:27.892, 0, NVIDIA A100-SXM4-40GB, 100 %, 29033 MiB, 40960 MiB
2026/09/22 01:18:57.895, 0, NVIDIA A100-SXM4-40GB, 100 %, 29037 MiB, 40960 MiB
2026/09/22 01:19:27.897, 0, NVIDIA A100-SXM4-40GB, 100 %, 29037 MiB, 40960 MiB
