timestamp, index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB]
2026/09/22 10:46:43.136, 0, NVIDIA A100-SXM4-40GB, 0 %, 1 MiB, 40960 MiB
2026/09/22 10:47:13.139, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:47:43.142, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:48:13.145, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:48:43.148, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:49:13.150, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:49:43.154, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:50:13.157, 0, NVIDIA A100-SXM4-40GB, 100 %, 5933 MiB, 40960 MiB
2026/09/22 10:50:43.159, 0, NVIDIA A100-SXM4-40GB, 54 %, 5997 MiB, 40960 MiB
2026/09/22 10:51:13.162, 0, NVIDIA A100-SXM4-40GB, 73 %, 5997 MiB, 40960 MiB
2026/09/22 10:51:43.165, 0, NVIDIA A100-SXM4-40GB, 82 %, 5997 MiB, 40960 MiB
2026/09/22 10:52:13.168, 0, NVIDIA A100-SXM4-40GB, 66 %, 5997 MiB, 40960 MiB
2026/09/22 10:52:43.170, 0, NVIDIA A100-SXM4-40GB, 54 %, 5997 MiB, 40960 MiB
2026/09/22 10:53:13.173, 0, NVIDIA A100-SXM4-40GB, 100 %, 26373 MiB, 40960 MiB
2026/09/22 10:53:43.176, 0, NVIDIA A100-SXM4-40GB, 100 %, 26373 MiB, 40960 MiB
2026/09/22 10:54:13.178, 0, NVIDIA A100-SXM4-40GB, 100 %, 26373 MiB, 40960 MiB
2026/09/22 10:54:43.181, 0, NVIDIA A100-SXM4-40GB, 100 %, 26373 MiB, 40960 MiB
2026/09/22 10:55:13.183, 0, NVIDIA A100-SXM4-40GB, 100 %, 26373 MiB, 40960 MiB
